11-1;20;sol;aucun;ouvert;ouvert;ouvert;mur
11-1;21;sol;aucun;mur;ouvert;ouvert;ouvert
11-1;22;sol;aucun;ouvert;mur;ouvert;ouvert
11-1;23;sol;aucun;mur;ouvert;ouvert;mur
11-1;24;sol;aucun;mur;ouvert;ouvert;ouvert
11-1;25;fosse;aucun;ouvert;ouvert;ouvert;ouvert
11-2;1;fosse;aucun;ouvert;ouvert;mur;ouvert
11-2;2;sol;aucun;ouvert;ouvert;mur;ouvert
11-2;3;sol;aucun;ouvert;ouvert;herse;ouvert
11-2;4;sol;aucun;ouvert;ouvert;mur;ouvert
11-2;5;sol;aucun;ouvert;ouvert;ouvert;ouvert
11-2;6;sol;aucun;mur;mur;ouvert;ouvert
11-2;7;sol;aucun;mur;ouvert;ouvert;mur
11-2;8;sol;aucun;herse;mur;ouvert;ouvert
11-2;9;sol;aucun;mur;ouvert;mur;mur
11-2;10;sol;aucun;ouvert;ouvert;mur;ouvert
11-2;11;sol;aucun;ouvert;mur;ouvert;ouvert
11-2;12;sol;aucun;ouvert;ouvert;ouvert;mur
11-2;13;sol;aucun;ouvert;mur;ouvert;ouvert
11-2;14;sol;aucun;mur;herse;ouvert;mur
11-2;15;twist;aucun;mur;ouvert;mur;herse
11-2;16;sol;aucun;ouvert;mur;ouvert;ouvert
11-2;17;sol;aucun;ouvert;ouvert;mur;mur
11-2;18;fosse;aucun;ouvert;mur;ouvert;ouvert
11-2;19;sol;aucun;ouvert;ouvert;mur;mur
11-2;20;sol;aucun;mur;ouvert;ouvert;ouvert
11-2;21;fosse;aucun;ouvert;ouvert;ouvert;ouvert
11-2;22;sol;aucun;mur;ouvert;ouvert;ouvert
11-2;23;sol;aucun;ouvert;ouvert;ouvert;ouvert
11-2;24;sol;aucun;mur;mur;ouvert;ouvert
11-2;25;sol;aucun;ouvert;ouvert;ouvert;mur
1-1;1;fosse;aucun;ouvert;ouvert;ouvert;ouvert
1-1;2;sol;aucun;mur;ouvert;mur;ouvert
1-1;3;sol;aucun;ouvert;ouvert;mur;ouvert
1-1;4;sol;aucun;ouvert;mur;ouvert;ouvert
1-1;5;sol;aucun;mur;mur;ouvert;mur
1-1;6;sol;aucun;ouvert;mur;ouvert;ouvert
1-1;7;sol;aucun;mur;ouvert;ouvert;mur
1-1;8;sol;aucun;mur;ouvert;ouvert;ouvert
1-1;9;sol;aucun;ouvert;mur;ouvert;ouvert
1-1;10;sol;aucun;ouvert;ouvert;ouvert;mur
1-1;11;sol;aucun;ouvert;mur;ouvert;ouvert
1-1;12;sol;aucun;ouvert;ouvert;ouvert;mur
1-1;13;twist;aucun;ouvert;ouvert;ouvert;ouvert
1-1;14;sol;aucun;ouvert;ouvert;ouvert;ouvert
1-1;15;sol;aucun;ouvert;ouvert;ouvert;ouvert
1-1;16;sol;aucun;ouvert;mur;ouvert;ouvert
1-1;17;sol;aucun;ouvert;ouvert;herse;mur
1-1;18;sol;aucun;ouvert;ouvert;mur;ouvert
1-1;19;sol;aucun;ouvert;mur;mur;ouvert
1-1;20;sol;aucun;ouvert;ouvert;ouvert;mur
1-1;21;sol;aucun;ouvert;ouvert;mur;mur
1-1;22;sol;aucun;herse;ouvert;ouvert;ouvert
1-1;23;sol;aucun;mur;ouvert;ouvert;ouvert
1-1;24;sol;aucun;mur;ouvert;ouvert;ouvert
1-1;25;sol;aucun;ouvert;mur;mur;ouvert
12-1;1;sol;aucun;ouvert;mur;ouvert;ouvert
12-1;2;sol;aucun;mur;ouvert;ouvert;mur
12-1;3;sol;aucun;mur;ouvert;ouvert;ouvert
12-1;4;sol;aucun;ouvert;ouvert;mur;ouvert
12-1;5;sol;aucun;mur;ouvert;mur;ouvert
12-1;6;sol;aucun;ouvert;ouvert;mur;ouvert
12-1;7;sol;aucun;ouvert;ouvert;ouvert;ouvert
12-1;8;sol;aucun;ouvert;ouvert;mur;ouvert
12-1;9;sol;aucun;mur;ouvert;mur;ouvert
12-1;10;fosse;aucun;mur;ouvert;ouvert;ouvert
12-1;11;sol;aucun;mur;ouvert;ouvert;mur
12-1;12;sol;aucun;ouvert;mur;ouvert;ouvert
12-1;13;twist;aucun;mur;ouvert;ouvert;mur
12-1;14;sol;aucun;mur;ouvert;ouvert;ouvert
12-1;15;sol;aucun;ouvert;ouvert;ouvert;ouvert
12-1;16;sol;aucun;ouvert;ouvert;mur;ouvert
12-1;17;fosse;aucun;ouvert;ouvert;ouvert;ouvert
12-1;18;sol;aucun;ouvert;ouvert;mur;ouvert
12-1;19;sol;aucun;ouvert;mur;mur;ouvert
12-1;20;sol;aucun;ouvert;ouvert;ouvert;mur
12-1;21;sol;aucun;mur;mur;ouvert;ouvert
12-1;22;sol;aucun;ouvert;ouvert;mur;mur
12-1;23;sol;aucun;mur;ouvert;ouvert;ouvert
12-1;24;sol;aucun;mur;herse;ouvert;ouvert
12-1;25;sol;aucun;ouvert;mur;mur;herse
12-2;1;fosse;aucun;ouvert;mur;ouvert;ouvert
12-2;2;sol;aucun;ouvert;ouvert;herse;mur
12-2;3;sol;aucun;ouvert;ouvert;mur;ouvert
12-2;4;sol;aucun;ouvert;mur;herse;ouvert
12-2;5;fosse;aucun;ouvert;ouvert;ouvert;mur
12-2;6;sol;aucun;ouvert;mur;ouvert;ouvert
12-2;7;sol;aucun;herse;ouvert;mur;mur
12-2;8;twist;aucun;mur;ouvert;ouvert;ouvert
12-2;9;sol;aucun;herse;mur;mur;ouvert
12-2;10;sol;aucun;ouvert;mur;ouvert;mur
12-2;11;sol;aucun;ouvert;mur;ouvert;mur
12-2;12;sol;aucun;mur;ouvert;herse;mur
12-2;13;sol;aucun;ouvert;ouvert;mur;ouvert
12-2;14;sol;aucun;mur;mur;herse;ouvert
12-2;15;sol;aucun;ouvert;mur;ouvert;mur
12-2;16;sol;aucun;ouvert;ouvert;herse;mur
12-2;17;sol;aucun;herse;ouvert;mur;ouvert
12-2;18;sol;aucun;mur;ouvert;mur;ouvert
12-2;19;sol;aucun;herse;mur;mur;ouvert
12-2;20;sol;aucun;ouvert;ouvert;herse;mur
12-2;21;sol;aucun;herse;ouvert;ouvert;ouvert
12-2;22;sol;aucun;mur;ouvert;ouvert;ouvert
12-2;23;fosse;aucun;mur;ouvert;ouvert;ouvert
12-2;24;sol;aucun;mur;ouvert;ouvert;ouvert
12-2;25;sol;aucun;herse;ouvert;ouvert;ouvert
1-2;1;sol;aucun;ouvert;ouvert;mur;ouvert
1-2;2;sol;aucun;ouvert;ouvert;mur;ouvert
1-2;3;sol;aucun;ouvert;ouvert;herse;ouvert
1-2;4;sol;aucun;ouvert;ouvert;mur;ouvert
1-2;5;sol;aucun;ouvert;ouvert;mur;ouvert
1-2;6;sol;aucun;mur;mur;mur;ouvert
1-2;7;sol;aucun;mur;ouvert;ouvert;mur
1-2;8;sol;aucun;herse;ouvert;ouvert;ouvert
1-2;9;sol;aucun;mur;ouvert;ouvert;ouvert
1-2;10;twist;aucun;mur;ouvert;ouvert;ouvert
1-2;11;fosse;aucun;mur;ouvert;mur;ouvert
1-2;12;sol;aucun;ouvert;ouvert;ouvert;ouvert
1-2;13;sol;aucun;ouvert;ouvert;ouvert;ouvert
1-2;14;sol;aucun;ouvert;ouvert;ouvert;ouvert
1-2;15;fosse;aucun;ouvert;ouvert;ouvert;ouvert
1-2;16;sol;aucun;mur;mur;mur;ouvert
1-2;17;sol;aucun;ouvert;ouvert;mur;mur
1-2;18;sol;aucun;ouvert;ouvert;herse;ouvert
1-2;19;sol;aucun;ouvert;mur;mur;ouvert
1-2;20;sol;aucun;ouvert;ouvert;mur;mur
1-2;21;sol;aucun;mur;ouvert;ouvert;ouvert
1-2;22;sol;aucun;mur;ouvert;ouvert;ouvert
1-2;23;sol;aucun;herse;ouvert;ouvert;ouvert
1-2;24;sol;aucun;mur;ouvert;ouvert;ouvert
1-2;25;sol;aucun;mur;ouvert;ouvert;ouvert
13-1;1;sol;aucun;ouvert;ouvert;herse;mur
13-1;2;sol;aucun;ouvert;mur;mur;ouvert
13-1;3;lave;aucun;ouvert;mur;ouvert;mur
13-1;4;sol;aucun;ouvert;ouvert;mur;mur
13-1;5;sol;aucun;ouvert;mur;herse;ouvert
13-1;6;sol;aucun;herse;ouvert;ouvert;ouvert
13-1;7;lave;aucun;mur;ouvert;ouvert;ouvert
13-1;8;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-1;9;lave;aucun;mur;ouvert;ouvert;ouvert
13-1;10;sol;aucun;herse;ouvert;ouvert;ouvert
13-1;11;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-1;12;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-1;13;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-1;14;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-1;15;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-1;16;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-1;17;lave;aucun;ouvert;ouvert;mur;ouvert
13-1;18;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-1;19;lave;aucun;ouvert;ouvert;mur;ouvert
13-1;20;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-1;21;fosse;aucun;ouvert;ouvert;ouvert;ouvert
13-1;22;sol;aucun;mur;ouvert;ouvert;ouvert
13-1;23;twist;aucun;ouvert;ouvert;ouvert;ouvert
13-1;24;sol;aucun;mur;ouvert;ouvert;ouvert
13-1;25;fosse;aucun;ouvert;ouvert;ouvert;ouvert
13-2;1;sol;aucun;ouvert;ouvert;herse;ouvert
13-2;2;sol;aucun;ouvert;ouvert;mur;ouvert
13-2;3;fosse;aucun;ouvert;ouvert;ouvert;ouvert
13-2;4;sol;aucun;mur;ouvert;ouvert;ouvert
13-2;5;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-2;6;sol;aucun;herse;ouvert;mur;ouvert
13-2;7;twist;aucun;mur;mur;ouvert;ouvert
13-2;8;sol;aucun;ouvert;ouvert;ouvert;mur
13-2;9;sol;aucun;ouvert;mur;ouvert;ouvert
13-2;10;lave;aucun;ouvert;ouvert;ouvert;mur
13-2;11;sol;aucun;mur;mur;ouvert;ouvert
13-2;12;sol;aucun;ouvert;ouvert;ouvert;mur
13-2;13;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-2;14;lave;aucun;ouvert;ouvert;mur;ouvert
13-2;15;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-2;16;sol;aucun;ouvert;herse;ouvert;mur
13-2;17;sol;aucun;ouvert;ouvert;mur;herse
13-2;18;lave;aucun;ouvert;ouvert;ouvert;ouvert
13-2;19;sol;aucun;mur;ouvert;ouvert;ouvert
13-2;20;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-2;21;sol;aucun;ouvert;ouvert;ouvert;ouvert
13-2;22;sol;aucun;mur;mur;ouvert;ouvert
13-2;23;lave;aucun;ouvert;ouvert;ouvert;mur
13-2;24;fontaine;aucun;ouvert;ouvert;ouvert;ouvert
13-2;25;sol;aucun;ouvert;mur;ouvert;ouvert
14-1;1;twist;aucun;mur;mur;ouvert;ouvert
14-1;2;sol;aucun;ouvert;ouvert;ouvert;mur
14-1;3;lave;aucun;ouvert;ouvert;ouvert;ouvert
14-1;4;sol;brume;mur;ouvert;ouvert;ouvert
14-1;5;sol;brume;ouvert;mur;mur;ouvert
14-1;6;sol;aucun;ouvert;ouvert;ouvert;mur
14-1;7;sol;aucun;ouvert;ouvert;mur;ouvert
14-1;8;pontlave;brume;ouvert;ouvert;ouvert;ouvert
14-1;9;sol;brume;ouvert;mur;mur;ouvert
14-1;10;lave;aucun;mur;ouvert;ouvert;mur
14-1;11;pontlave;aucun;ouvert;ouvert;ouvert;ouvert
14-1;12;lave;aucun;mur;ouvert;ouvert;ouvert
14-1;13;lave;aucun;ouvert;ouvert;ouvert;ouvert
14-1;14;sol;aucun;mur;ouvert;mur;ouvert
14-1;15;sol;aucun;ouvert;ouvert;ouvert;ouvert
14-1;16;sol;brume;ouvert;ouvert;ouvert;ouvert
14-1;17;sol;brume;ouvert;ouvert;ouvert;ouvert
14-1;18;lave;aucun;ouvert;ouvert;ouvert;ouvert
14-1;19;sol;aucun;mur;herse;mur;ouvert
14-1;20;sol;aucun;ouvert;mur;ouvert;herse
14-1;21;fosse;aucun;ouvert;mur;ouvert;ouvert
14-1;22;sol;brume;ouvert;ouvert;ouvert;mur
14-1;23;lave;aucun;ouvert;ouvert;ouvert;ouvert
14-1;24;sol;aucun;mur;ouvert;ouvert;ouvert
14-1;25;sol;aucun;ouvert;herse;mur;ouvert
14-2;1;sol;aucun;ouvert;ouvert;ouvert;mur
14-2;2;sol;brume;ouvert;ouvert;ouvert;ouvert
14-2;3;eau;brume;ouvert;ouvert;ouvert;ouvert
14-2;4;sol;aucun;mur;ouvert;ouvert;ouvert
14-2;5;sol;aucun;mur;mur;ouvert;ouvert
14-2;6;eau;brume;ouvert;ouvert;mur;ouvert
14-2;7;ponteau;brume;ouvert;ouvert;ouvert;ouvert
14-2;8;eau;brume;ouvert;ouvert;ouvert;ouvert
14-2;9;eau;aucun;ouvert;ouvert;ouvert;ouvert
14-2;10;eau;brume;ouvert;ouvert;ouvert;ouvert
14-2;11;sol;aucun;mur;ouvert;ouvert;ouvert
14-2;12;fosse;aucun;ouvert;mur;ouvert;ouvert
14-2;13;eau;aucun;ouvert;ouvert;ouvert;mur
14-2;14;twist;aucun;ouvert;ouvert;ouvert;ouvert
14-2;15;sol;brume;ouvert;mur;mur;ouvert
14-2;16;fontaine;aucun;ouvert;ouvert;ouvert;ouvert
14-2;17;sol;aucun;ouvert;ouvert;ouvert;ouvert
14-2;18;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
14-2;19;sol;aucun;ouvert;herse;ouvert;ouvert
14-2;20;sol;aucun;mur;ouvert;mur;herse
14-2;21;sol;aucun;ouvert;ouvert;mur;ouvert
14-2;22;sol;aucun;ouvert;mur;mur;ouvert
14-2;23;eau;brume;ouvert;ouvert;ouvert;mur
14-2;24;sol;brume;ouvert;ouvert;mur;ouvert
14-2;25;sol;aucun;mur;mur;mur;ouvert
15-1;1;eau;aucun;ouvert;ouvert;mur;ouvert
15-1;2;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;3;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;4;eau;aucun;ouvert;ouvert;mur;ouvert
15-1;5;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;6;sol;aucun;mur;ouvert;ouvert;mur
15-1;7;sol;aucun;ouvert;ouvert;mur;ouvert
15-1;8;sol;aucun;ouvert;ouvert;ouvert;ouvert
15-1;9;sol;aucun;mur;ouvert;herse;ouvert
15-1;10;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;11;sol;aucun;ouvert;mur;herse;ouvert
15-1;12;twist;aucun;mur;ouvert;ouvert;mur
15-1;13;fosse;aucun;ouvert;mur;ouvert;ouvert
15-1;14;sol;aucun;herse;ouvert;ouvert;mur
15-1;15;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;16;sol;aucun;herse;ouvert;mur;ouvert
15-1;17;sol;aucun;ouvert;ouvert;ouvert;ouvert
15-1;18;sol;aucun;ouvert;mur;ouvert;ouvert
15-1;19;sol;aucun;ouvert;ouvert;ouvert;mur
15-1;20;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-1;21;sol;aucun;mur;ouvert;ouvert;ouvert
15-1;22;fosse;aucun;ouvert;mur;ouvert;ouvert
15-1;23;sol;aucun;ouvert;ouvert;herse;mur
15-1;24;sol;aucun;ouvert;ouvert;mur;ouvert
15-1;25;eau;aucun;ouvert;mur;ouvert;ouvert
15-2;1;sol;aucun;ouvert;ouvert;ouvert;mur
15-2;2;sol;aucun;mur;ouvert;ouvert;ouvert
15-2;3;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;4;sol;aucun;ouvert;ouvert;ouvert;ouvert
15-2;5;sol;aucun;ouvert;mur;ouvert;ouvert
15-2;6;sol;aucun;ouvert;ouvert;ouvert;mur
15-2;7;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;8;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;9;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;10;fosse;aucun;ouvert;ouvert;ouvert;ouvert
15-2;11;sol;aucun;ouvert;ouvert;ouvert;herse
15-2;12;ponteau;aucun;ouvert;ouvert;mur;ouvert
15-2;13;twist;aucun;ouvert;ouvert;ouvert;ouvert
15-2;14;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;15;sol;aucun;ouvert;herse;ouvert;ouvert
15-2;16;sol;aucun;ouvert;ouvert;ouvert;mur
15-2;17;sol;aucun;mur;mur;ouvert;ouvert
15-2;18;ponteau;aucun;ouvert;ouvert;ouvert;mur
15-2;19;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;20;sol;aucun;ouvert;ouvert;mur;ouvert
15-2;21;fosse;aucun;ouvert;ouvert;ouvert;ouvert
15-2;22;sol;aucun;ouvert;ouvert;mur;ouvert
15-2;23;sol;aucun;ouvert;ouvert;mur;ouvert
15-2;24;eau;aucun;ouvert;ouvert;ouvert;ouvert
15-2;25;sol;aucun;mur;ouvert;ouvert;ouvert
16-1;1;sol;aucun;mur;ouvert;ouvert;ouvert
16-1;2;sol;aucun;ouvert;ouvert;mur;ouvert
16-1;3;fosse;aucun;ouvert;ouvert;mur;ouvert
16-1;4;sol;aucun;mur;ouvert;mur;ouvert
16-1;5;sol;aucun;ouvert;ouvert;ouvert;ouvert
16-1;6;sol;aucun;ouvert;ouvert;herse;mur
16-1;7;escalier;aucun;mur;ouvert;mur;ouvert
16-1;8;sol;aucun;mur;ouvert;ouvert;ouvert
16-1;9;escalier;aucun;mur;ouvert;mur;ouvert
16-1;10;fosse;aucun;ouvert;ouvert;herse;ouvert
16-1;11;sol;aucun;herse;ouvert;ouvert;mur
16-1;12;bibliotheque;aucun;mur;mur;ouvert;ouvert
16-1;13;twist;aucun;ouvert;mur;ouvert;mur
16-1;14;bibliotheque;aucun;mur;ouvert;ouvert;mur
16-1;15;sol;aucun;herse;mur;ouvert;ouvert
16-1;16;sol;aucun;ouvert;ouvert;herse;mur
16-1;17;bibliotheque;aucun;ouvert;mur;mur;ouvert
16-1;18;escalier;aucun;ouvert;mur;ouvert;mur
16-1;19;bibliotheque;aucun;ouvert;ouvert;mur;mur
16-1;20;sol;aucun;ouvert;mur;herse;ouvert
16-1;21;fosse;aucun;herse;ouvert;ouvert;ouvert
16-1;22;sol;aucun;mur;ouvert;mur;ouvert
16-1;23;sol;aucun;ouvert;ouvert;herse;ouvert
16-1;24;sol;aucun;mur;ouvert;mur;ouvert
16-1;25;sol;aucun;herse;mur;ouvert;ouvert
16-2;1;fosse;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;2;sol;antimagie;ouvert;ouvert;mur;ouvert
16-2;3;sol;antimagie;ouvert;mur;mur;ouvert
16-2;4;escalier;antimagie;ouvert;mur;ouvert;mur
16-2;5;sol;antimagie;ouvert;ouvert;mur;mur
16-2;6;sol;antimagie;ouvert;mur;ouvert;ouvert
16-2;7;sol;antimagie;mur;ouvert;ouvert;mur
16-2;8;sol;antimagie;mur;ouvert;ouvert;ouvert
16-2;9;sol;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;10;sol;antimagie;mur;mur;ouvert;ouvert
16-2;11;escalier;antimagie;ouvert;herse;ouvert;ouvert
16-2;12;sol;antimagie;ouvert;ouvert;ouvert;herse
16-2;13;artefactantimagie;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;14;artefactantimagie;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;15;sol;antimagie;ouvert;mur;ouvert;ouvert
16-2;16;sol;antimagie;ouvert;mur;ouvert;ouvert
16-2;17;sol;antimagie;ouvert;ouvert;mur;mur
16-2;18;sol;antimagie;ouvert;ouvert;mur;ouvert
16-2;19;sol;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;20;sol;antimagie;ouvert;mur;mur;ouvert
16-2;21;fosse;antimagie;ouvert;ouvert;ouvert;ouvert
16-2;22;twist;antimagie;mur;ouvert;ouvert;ouvert
16-2;23;sol;antimagie;mur;mur;ouvert;ouvert
16-2;24;escalier;antimagie;ouvert;mur;ouvert;mur
16-2;25;sol;antimagie;mur;ouvert;ouvert;mur
17-1;1;sol;aucun;ouvert;mur;ouvert;ouvert
17-1;2;sol;aucun;ouvert;ouvert;mur;mur
17-1;3;twist;aucun;ouvert;ouvert;herse;ouvert
17-1;4;sol;aucun;ouvert;ouvert;mur;ouvert
17-1;5;fosse;aucun;ouvert;ouvert;ouvert;ouvert
17-1;6;fosse;aucun;ouvert;mur;ouvert;ouvert
17-1;7;sacre;aucun;mur;ouvert;ouvert;mur
17-1;8;sacre;antimortvivant;herse;ouvert;ouvert;ouvert
17-1;9;sacre;antimortvivant;mur;mur;ouvert;ouvert
17-1;10;sol;aucun;ouvert;ouvert;ouvert;mur
17-1;11;sol;aucun;ouvert;ouvert;ouvert;ouvert
17-1;12;sacre;antimortvivant;ouvert;ouvert;ouvert;ouvert
17-1;13;tombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
17-1;14;sacre;antimortvivant;ouvert;ouvert;ouvert;ouvert
17-1;15;sol;aucun;ouvert;mur;ouvert;ouvert
17-1;16;sol;aucun;ouvert;mur;herse;ouvert
17-1;17;sacre;antimortvivant;ouvert;ouvert;ouvert;mur
17-1;18;tombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
17-1;19;sacre;antimortvivant;ouvert;mur;ouvert;ouvert
17-1;20;sol;aucun;ouvert;ouvert;ouvert;mur
17-1;21;sol;aucun;herse;mur;ouvert;ouvert
17-1;22;sacre;antimortvivant;ouvert;ouvert;ouvert;mur
17-1;23;sacre;antimortvivant;ouvert;ouvert;mur;ouvert
17-1;24;sacre;antimortvivant;ouvert;mur;ouvert;ouvert
17-1;25;sol;aucun;ouvert;ouvert;mur;torche
17-2;1;sol;aucun;mur;ouvert;mur;ouvert
17-2;2;sol;aucun;ouvert;ouvert;ouvert;ouvert
17-2;3;sol;aucun;mur;ouvert;mur;ouvert
17-2;4;sol;aucun;ouvert;ouvert;torche;ouvert
17-2;5;sol;aucun;mur;ouvert;herse;ouvert
17-2;6;sol;aucun;mur;ouvert;ouvert;ouvert
17-2;7;sol;aucun;ouvert;herse;mur;ouvert
17-2;8;twist;aucun;mur;ouvert;ouvert;herse
17-2;9;sol;aucun;mur;ouvert;mur;ouvert
17-2;10;sol;aucun;herse;mur;ouvert;ouvert
17-2;11;sol;aucun;ouvert;ouvert;mur;mur
17-2;12;sol;aucun;mur;ouvert;mur;ouvert
17-2;13;fontaine;aucun;ouvert;ouvert;ouvert;ouvert
17-2;14;sol;aucun;mur;ouvert;ouvert;ouvert
17-2;15;sol;aucun;ouvert;ouvert;ouvert;ouvert
17-2;16;sol;aucun;mur;ouvert;ouvert;ouvert
17-2;17;fosse;aucun;mur;ouvert;ouvert;ouvert
17-2;18;sol;aucun;ouvert;ouvert;mur;ouvert
17-2;19;sol;aucun;ouvert;mur;ouvert;ouvert
17-2;20;sol;aucun;ouvert;mur;ouvert;mur
17-2;21;sol;aucun;ouvert;ouvert;mur;ouvert
17-2;22;sol;aucun;ouvert;ouvert;herse;ouvert
17-2;23;sol;aucun;mur;ouvert;mur;ouvert
17-2;24;sol;aucun;ouvert;mur;ouvert;ouvert
17-2;25;sol;aucun;ouvert;ouvert;mur;mur
18-1;1;fosse;aucun;ouvert;ouvert;ouvert;ouvert
18-1;2;twist;aucun;mur;ouvert;mur;ouvert
18-1;3;sol;aucun;mur;ouvert;herse;ouvert
